price,n_rooms,area,price_per_m2,link,title,address,district
1000,1,13.11,76.0,https://www.otodom.pl/pl/oferta/m2-lodz-ul-oblegorska-przy-parku-ocalalych-nowe-ID4e3B3,"M2 Łódź ul Oblęgorska (przy Parku Ocalałych), Nowe","ul. Oblęgorska, Helenów, Bałuty, Łódź, łódzkie",Bałuty
2300,1,40.0,58.0,https://www.otodom.pl/pl/oferta/duza-kawalerka-z-antresola-po-remon-ul-polnocna-ID4bZ72,"Duża kawalerka z antresolą, po remon., ul.Północna","ul. Północna, Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
3900,3,116.0,34.0,https://www.otodom.pl/pl/oferta/przestronny-i-elegancki-apartament-116-m-z-ogrode-ID4aMaB,Przestronny i elegancki apartament 116 m² z ogrode,"ul. Motylowa, Radogoszcz, Bałuty, Łódź, łódzkie",Bałuty
2600,2,50.0,52.0,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-na-tylnej-z-prywatnym-tarasem-ID4auwA,Wyjątkowy apartament na Tylnej z prywatnym tarasem,"ul. Tylna, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
1800,2,47.0,38.0,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-ul-lorentza-ID46ARi,Dwupokojowe mieszkanie ul.Lorentza,"ul. Zygmunta Lorentza, Koziny, Polesie, Łódź, łódzkie",Polesie
1400,1,23.0,61.0,https://www.otodom.pl/pl/oferta/kawalerka-do-wynajecia-ul-boya-zelenskiego-ID455U2,Kawalerka do wynajęcia ul. Boya Żeleńskiego,"ul. Boya-Żeleńskiego, Marysin Doły, Bałuty, Łódź, łódzkie",Bałuty
2999,2,44.0,68.0,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-pomorska-park-ID44ET4,Dwupokojowy apartament Pomorska Park,"ul. Telefoniczna, Sikawa, Widzew, Łódź, łódzkie",Widzew
6000,3,94.0,64.0,https://www.otodom.pl/pl/oferta/3-pok-94-m2-6-pietro-przy-ul-tylnej-8-ID41nue,"3-pok. 94 m2, 6 piętro, przy ul. Tylnej 8","ul. Tylna, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
1800,3,63.0,29.0,https://www.otodom.pl/pl/oferta/3-pok-63-m2-3-pietro-przy-ul-kmicica-w-lodzi-ID3JStO,"3-pok. 63 m2, 3 piętro, przy ul. Kmicica w Łodzi","ul. Andrzeja Kmicica, Olechów, Widzew, Łódź, łódzkie",Widzew
1200,2,36.0,33.0,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-lodz-gorna-ID4o0rN,WYNAJMĘ mieszkanie - ŁÓDŹ-GÓRNA,"Ruda Pabianicka, Górna, Łódź, łódzkie",Górna
1350,1,44.0,31.0,https://www.otodom.pl/pl/oferta/wynajme-kawalerke-lodz-gorna-piekna-ID4vhcz,WYNAJMĘ KAWALERKĘ- ŁÓDŹ-GÓRNA-PIĘKNA,"ul. Piękna, Nowe Rokicie, Górna, Łódź, łódzkie",Górna
